Video ID,Age,Gender,Ethnicity,chills Binary,chills Binary,Chills #,Chill Intensity,Timings,Daily Chills,NIO_Openess,Prior exposure,Sleppiness,Pre-Pleasure,Prepleasure /2 arrondi,Prepleasure /2,Post-Pleasure,Pre Calm,Pre-calm/2,Pre-calm/2 (rounded),Post Calm,Pre NEO,Post NEO,Diff NEO,Total NEO,Emotion drift,Direction,,,Tan inverse,Calm Diff,Pleasure Diff,,Tan inverse,
9ao4FEaDGhQ,20,female,White,1,TRUE,2,2,"44.28,81.31",2,3,No,4,7,2,3.5,2,6,3,2,1,6,10,4,16,2.5,0.9315964599,,,0.6435011088,-2,-1.5,Up,0.6435011088,Up
9ao4FEaDGhQ,43,female,White,1,TRUE,1,2,182.52,2,4,Yes,8,9,4,4.5,2,2,1,1,2,10,12,2,22,2.692582404,0.7470222972,,,-1.19028995,1,-2.5,FALSE,-1.19028995,Down
9ao4FEaDGhQ,48,female,White,1,TRUE,1,1,169.98,2,3,No,7,8,4,4,3,1,0.5,0,3,10,13,3,23,2.692582404,-0.4227932187,,,-0.3805063771,2.5,-1,FALSE,-0.3805063771,Down
9ao4FEaDGhQ,57,female,White,0,FALSE,0,0,,0,3,No,8,8,4,4,2,10,5,3,2,6,11,5,17,3.605551275,0.7868428895,,,0.5880026035,-3,-2,Up,0.5880026035,Up
jTJql8Yhd8s,38,male,White,0,FALSE,0,0,,1,0,No,7,8,4,4,1,8,4,2,1,0,7,7,7,4.242640687,1.557407725,,,0.7853981634,-3,-3,Up,0.7853981634,Up
jTJql8Yhd8s,50,male,White,0,FALSE,0,0,,0,1,No,9,7,5,3.5,2,8,4,2,2,3,7,4,10,2.5,0.9315964599,,,0.6435011088,-2,-1.5,Up,0.6435011088,Up
jTJql8Yhd8s,42,male,White,0,FALSE,0,0,,1,1,No,3,8,2,4,1,2,1,1,1,7,11,4,18,3,#DIV/0!,,,-1.57,0,-3,FALSE,-1.57,Down
jTJql8Yhd8s,37,male,White,1,TRUE,3,1,"183.69,280.78,379.89",1,3,No,4,8,2,4,3,9,4.5,2,1,6,10,4,16,3.640054945,0.2937513616,,,0.278299659,-3.5,-1,Up,0.278299659,Up
jTJql8Yhd8s,36,male,White,1,TRUE,3,2,"15.09,319.66,419.84",1,3,No,1,8,1,4,2,9,4.5,2,3,7,11,4,18,2.5,4.131728991,,,0.927295218,-1.5,-2,Up,0.927295218,Up
jTJql8Yhd8s,41,male,White,0,FALSE,0,0,,1,3,No,2,7,1,3.5,2,2,1,1,2,6,9,3,15,1.802775638,-14.10141995,,,-0.9827937232,1,-1.5,FALSE,-0.9827937232,Down
jTJql8Yhd8s,56,male,White,0,FALSE,0,0,,1,1,No,8,8,4,4,0,2,1,1,0,5,10,5,15,4.123105626,1.157821282,,,1.325817664,-1,-4,Up,1.325817664,Up
9ao4FEaDGhQ,22,male,White,1,TRUE,4,1,"21.01,50.11,72.18,138.90",1,0,No,5,3,3,1.5,3,6,3,2,3,-1,5,6,4,1.5,#DIV/0!,,,1.57,0,1.5,Up,1.57,Up
9ao4FEaDGhQ,50,male,White,0,FALSE,0,0,,1,0,Yes,1,9,1,4.5,1,9,4.5,2,1,4,9,5,13,4.949747468,1.557407725,,,0.7853981634,-3.5,-3.5,Up,0.7853981634,Up
9ao4FEaDGhQ,62,male,White,0,FALSE,0,0,,1,3,No,10,8,5,4,3,2,1,1,3,7,11,4,18,2.236067977,-0.5463024898,,,-0.463647609,2,-1,FALSE,-0.463647609,Down
9ao4FEaDGhQ,33,female,Mixed,0,FALSE,0,0,,2,2,No,4,5,2,2.5,2,3,1.5,1,2,5,10,5,15,0.7071067812,-1.557407725,,,-0.7853981634,0.5,-0.5,FALSE,-0.7853981634,Down
